Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
2399,2021-12-12,6,Family,Guided Tour,School,Whole Day,140.09,6,21,2022-01-02,1,Website,Transaction,2399,Krystal Frost,Female,Gen Z,Married,xrussell@example.net,Family
2400,2021-11-02,1,Culture,Walking Tour,Garden strategy,Personalized,149.66,10,5,2021-11-07,3,Partner Site,Transaction,2400,Sharon Johnson,Male,Gen X,Widowed,turnermichael@example.net,Luxury Seeker
2401,2021-12-11,5,Gastronomy,VIP Experience,Hot I or,Whole Day,93.77,1,25,2022-01-05,4,Travel Agency,Card,2401,Karen Parker,Female,Millennial,Single,ecummings@example.com,Budget Traveler
2402,2021-08-22,3,Adventure,VIP Experience,Common father usually,Morning,173.18,7,23,2021-09-14,4,Travel Agency,Card,2402,Larry Gardner,Male,Gen X,Divorced,oross@example.net,Family
2403,2021-02-16,3,Adventure,Guided Tour,Ahead large notice,Evening,20.14,1,24,2021-03-12,3,Partner Site,PayPal,2403,Jason Shelton,Male,Gen X,Divorced,ejohnson@example.com,Budget Traveler
2404,2021-02-18,3,Adventure,Bus Tour,Girl serious individual serious,Half Day,37.36,10,17,2021-03-07,4,Travel Agency,Card,2404,Brian Kaufman,Female,Millennial,Married,owallace@example.com,Business Traveler
2405,2021-03-28,6,Family,Bus Tour,Factor,Morning,154.47,3,8,2021-04-05,4,Travel Agency,PayPal,2405,James Strickland,Male,Gen X,Divorced,deanna81@example.net,Solo Traveler
2406,2021-09-01,4,Spa&Relax,Guided Tour,During carry feel,Half Day,101.46,2,22,2021-09-23,2,Mobile App,Card,2406,Veronica Flores,Female,Boomer,Widowed,christopher12@example.com,Solo Traveler
2407,2021-04-11,1,Culture,Walking Tour,Type Republican himself,Whole Day,134.25,5,21,2021-05-02,3,Partner Site,PayPal,2407,Richard Moreno,Female,Boomer,Divorced,robertajohnson@example.com,Luxury Seeker
2408,2021-09-16,4,Spa&Relax,Walking Tour,According really nor,Evening,192.94,6,19,2021-10-05,2,Mobile App,PayPal,2408,Cheryl Humphrey,Male,Gen X,Widowed,johnstonkatrina@example.com,Solo Traveler
2409,2021-05-26,2,Sport,Walking Tour,Deal piece challenge,Morning,88.67,6,23,2021-06-18,2,Mobile App,Transaction,2409,Angel Ayala,Female,Boomer,Single,flittle@example.net,Business Traveler
2410,2021-08-30,6,Family,VIP Experience,Without including Mr,Personalized,168.36,1,7,2021-09-06,3,Partner Site,Transaction,2410,Justin Lin,Male,Boomer,Single,smithdeborah@example.net,Budget Traveler
2411,2021-07-13,3,Adventure,Bus Tour,Allow week,Personalized,53.67,5,23,2021-08-05,1,Website,Transaction,2411,Crystal Barnes,Female,Gen Z,Single,williamselizabeth@example.org,Solo Traveler
2412,2021-01-25,4,Spa&Relax,Bus Tour,Again firm news tax,Personalized,101.73,6,2,2021-01-27,2,Mobile App,Card,2412,Joseph Glenn,Male,Boomer,Single,andrewlivingston@example.com,Solo Traveler
2413,2021-05-19,4,Spa&Relax,Self-Guided,South law,Personalized,32.65,7,16,2021-06-04,2,Mobile App,Card,2413,Joseph Price,Male,Boomer,Married,michaelrussell@example.org,Solo Traveler
2414,2021-07-04,2,Sport,Group Tour,Weight bed real,Half Day,186.9,9,9,2021-07-13,4,Travel Agency,Card,2414,Yolanda Brown,Male,Millennial,Divorced,chernandez@example.org,Family
2415,2021-03-08,6,Family,Group Tour,He successful man,Morning,102.31,10,29,2021-04-06,4,Travel Agency,Card,2415,Shawn Adams,Female,Gen Z,Divorced,julie08@example.com,Budget Traveler
2416,2021-03-06,4,Spa&Relax,Group Tour,Model beat,Half Day,165.32,5,28,2021-04-03,2,Mobile App,Transaction,2416,Beth Thomas,Male,Millennial,Widowed,bennetttimothy@example.net,Solo Traveler
2417,2021-03-03,5,Gastronomy,Self-Guided,Trade she like model,Evening,32.54,1,26,2021-03-29,4,Travel Agency,PayPal,2417,Elizabeth Meyers,Female,Gen Z,Widowed,zmason@example.net,Family
2418,2021-12-25,1,Culture,Self-Guided,Everyone,Evening,29.35,2,17,2022-01-11,1,Website,Card,2418,Joshua Dixon,Male,Boomer,Married,markhudson@example.com,Luxury Seeker
2419,2021-12-11,1,Culture,Bus Tour,Reality really business,Half Day,129.22,3,17,2021-12-28,1,Website,Card,2419,Donna Martinez,Male,Gen X,Widowed,thomas76@example.org,Luxury Seeker
2420,2021-06-07,4,Spa&Relax,Group Tour,Herself stuff southern,Half Day,116.88,1,19,2021-06-26,4,Travel Agency,PayPal,2420,Breanna Tucker PhD,Female,Gen X,Single,martin51@example.com,Business Traveler
2421,2021-06-17,2,Sport,Group Tour,Parent measure assume,Evening,198.26,7,12,2021-06-29,1,Website,Card,2421,Anthony Middleton,Male,Boomer,Divorced,jeremy18@example.net,Business Traveler
2422,2021-12-06,3,Adventure,Guided Tour,Black positive,Personalized,62.63,10,3,2021-12-09,4,Travel Agency,Transaction,2422,Michael Williams,Female,Gen Z,Divorced,xmiranda@example.com,Luxury Seeker
2423,2021-07-31,6,Family,Guided Tour,Spend protect,Half Day,168.67,1,18,2021-08-18,1,Website,Card,2423,Jessica Rodriguez,Female,Boomer,Widowed,vasquezglenn@example.org,Budget Traveler
2424,2021-07-19,1,Culture,Bus Tour,Perhaps seat project,Personalized,141.8,6,3,2021-07-22,2,Mobile App,PayPal,2424,Thomas Wells,Male,Millennial,Married,urios@example.org,Luxury Seeker
2425,2021-04-27,5,Gastronomy,VIP Experience,Positive,Whole Day,62.6,5,24,2021-05-21,1,Website,PayPal,2425,Gregory Bennett,Male,Boomer,Divorced,diamondnorman@example.net,Family
2426,2021-03-31,6,Family,Group Tour,Unit employee,Evening,159.82,6,15,2021-04-15,2,Mobile App,Transaction,2426,Helen Wu,Female,Gen Z,Single,phillipsmichelle@example.net,Business Traveler
2427,2021-11-25,3,Adventure,VIP Experience,Place act series,Morning,147.6,3,16,2021-12-11,2,Mobile App,PayPal,2427,Adam Jimenez,Female,Gen X,Divorced,john63@example.com,Solo Traveler
2428,2021-07-24,2,Sport,Group Tour,Bar result floor,Whole Day,34.96,10,6,2021-07-30,2,Mobile App,PayPal,2428,Kara Hatfield,Female,Boomer,Divorced,kellyjohnson@example.net,Business Traveler
2429,2021-04-10,5,Gastronomy,Bus Tour,Hour understand easy,Evening,57.0,6,16,2021-04-26,4,Travel Agency,Card,2429,Andrea Whitney,Male,Millennial,Divorced,hsmith@example.com,Budget Traveler
2430,2021-01-12,5,Gastronomy,Group Tour,Ten couple,Whole Day,94.94,8,1,2021-01-13,1,Website,Transaction,2430,Robert Ramirez,Male,Boomer,Single,hunterrenee@example.net,Luxury Seeker
2431,2021-01-22,1,Culture,Guided Tour,Really sing month,Morning,49.35,8,13,2021-02-04,2,Mobile App,Transaction,2431,Monica Wells,Male,Boomer,Divorced,rhurst@example.net,Family
2432,2021-06-05,6,Family,Bus Tour,After war there,Personalized,66.6,4,26,2021-07-01,3,Partner Site,PayPal,2432,Stephanie Smith,Male,Boomer,Married,hollandamanda@example.org,Family
2433,2021-01-15,4,Spa&Relax,Self-Guided,More charge,Half Day,162.53,5,21,2021-02-05,4,Travel Agency,Transaction,2433,Melissa Lopez,Male,Gen Z,Single,martinezcarrie@example.com,Family
2434,2021-11-20,5,Gastronomy,Guided Tour,Newspaper third seek,Half Day,193.7,9,5,2021-11-25,2,Mobile App,PayPal,2434,Lauren Robles,Female,Boomer,Divorced,johnbean@example.net,Budget Traveler
2435,2021-09-05,1,Culture,Walking Tour,Development exactly husband,Whole Day,92.36,7,14,2021-09-19,3,Partner Site,Transaction,2435,Mark Baker,Female,Gen X,Single,warnerbrittany@example.com,Budget Traveler
2436,2021-11-09,1,Culture,Guided Tour,Popular suggest,Morning,85.56,6,30,2021-12-09,1,Website,Transaction,2436,Adrian Brown,Male,Gen Z,Widowed,colleenhood@example.org,Solo Traveler
2437,2021-01-11,4,Spa&Relax,Bus Tour,Star top weight,Evening,106.41,1,12,2021-01-23,2,Mobile App,Transaction,2437,Gwendolyn Robinson,Male,Millennial,Widowed,robert18@example.org,Budget Traveler
2438,2021-09-25,3,Adventure,Bus Tour,Always six law,Half Day,117.19,1,18,2021-10-13,1,Website,Transaction,2438,Elizabeth Miller,Female,Millennial,Married,bherman@example.org,Solo Traveler
2439,2021-02-15,2,Sport,Group Tour,Record risk,Personalized,146.33,9,5,2021-02-20,1,Website,Card,2439,Meghan Holmes,Female,Boomer,Married,timothy16@example.net,Budget Traveler
2440,2021-10-20,4,Spa&Relax,Guided Tour,Realize instead rock,Whole Day,143.86,10,4,2021-10-24,1,Website,PayPal,2440,Frank Tran Jr.,Female,Gen Z,Widowed,xnichols@example.org,Business Traveler
2441,2021-12-08,3,Adventure,Group Tour,Protect wait,Half Day,38.32,1,1,2021-12-09,2,Mobile App,PayPal,2441,Allen Miller,Female,Gen Z,Single,matthew70@example.org,Business Traveler
2442,2021-04-20,5,Gastronomy,Group Tour,Traditional,Whole Day,107.27,4,11,2021-05-01,1,Website,Card,2442,William Davidson,Male,Gen Z,Divorced,fcook@example.org,Family
2443,2021-09-05,6,Family,Walking Tour,Money inside,Personalized,101.2,6,1,2021-09-06,1,Website,Card,2443,Bryan Savage,Female,Millennial,Divorced,cherylmurphy@example.org,Luxury Seeker
2444,2021-02-05,3,Adventure,Self-Guided,Agreement interview produce,Morning,178.35,4,5,2021-02-10,2,Mobile App,Transaction,2444,Michelle Wood,Male,Gen X,Married,sonya53@example.com,Luxury Seeker
2445,2021-10-20,1,Culture,Guided Tour,The down,Morning,55.84,3,21,2021-11-10,1,Website,Card,2445,Eric Johnson,Female,Millennial,Married,lhoward@example.net,Budget Traveler
2446,2021-12-16,6,Family,Walking Tour,Prepare exactly ever,Half Day,44.31,4,13,2021-12-29,4,Travel Agency,PayPal,2446,Alexandria Richards,Male,Gen X,Widowed,anita28@example.org,Family
2447,2021-11-14,6,Family,Guided Tour,Population someone,Whole Day,128.91,5,16,2021-11-30,1,Website,Card,2447,Lauren Hatfield,Male,Boomer,Single,alopez@example.net,Business Traveler
2448,2021-04-02,4,Spa&Relax,Group Tour,Recent long long price,Personalized,74.89,8,14,2021-04-16,2,Mobile App,Card,2448,Zachary Bartlett,Female,Millennial,Married,jamesbest@example.net,Family
2449,2021-05-11,3,Adventure,Guided Tour,Few only,Evening,27.09,8,17,2021-05-28,1,Website,Transaction,2449,Andrew Solis,Male,Gen Z,Married,carlarojas@example.com,Luxury Seeker
2450,2021-08-18,1,Culture,Guided Tour,Happy election,Evening,58.26,7,28,2021-09-15,3,Partner Site,Card,2450,Karina West,Female,Gen Z,Divorced,kelly38@example.net,Budget Traveler
2451,2021-12-01,6,Family,Self-Guided,Choose positive,Whole Day,181.7,4,8,2021-12-09,1,Website,PayPal,2451,Keith Griffin,Male,Boomer,Divorced,rebecca74@example.org,Family
2452,2021-07-24,2,Sport,Group Tour,Into more,Half Day,83.21,8,21,2021-08-14,2,Mobile App,Card,2452,Jessica Carpenter,Male,Gen X,Married,cbennett@example.com,Solo Traveler
2453,2021-08-12,4,Spa&Relax,Guided Tour,Several animal green,Half Day,186.46,1,6,2021-08-18,4,Travel Agency,Transaction,2453,Ashley Kim,Male,Boomer,Married,biancaweber@example.org,Business Traveler
2454,2021-09-01,2,Sport,Guided Tour,Heavy purpose enter,Personalized,74.44,8,1,2021-09-02,1,Website,Card,2454,Carolyn Cruz,Female,Gen X,Single,desireehernandez@example.com,Budget Traveler
2455,2021-10-18,2,Sport,VIP Experience,Explain position onto,Half Day,128.97,1,25,2021-11-12,3,Partner Site,Card,2455,Robert Scott,Female,Gen X,Widowed,tony87@example.org,Solo Traveler
2456,2021-12-14,3,Adventure,Bus Tour,This voice moment,Evening,69.43,9,19,2022-01-02,3,Partner Site,Transaction,2456,Michael Turner,Male,Boomer,Single,martinezgregory@example.com,Luxury Seeker
2457,2021-11-13,2,Sport,VIP Experience,Will scientist,Half Day,161.25,1,8,2021-11-21,3,Partner Site,PayPal,2457,Rhonda Smith,Male,Millennial,Single,johnsonjames@example.org,Luxury Seeker
2458,2021-04-06,6,Family,Guided Tour,Process tax little,Half Day,43.0,9,10,2021-04-16,2,Mobile App,Card,2458,Julie Thompson,Male,Gen Z,Single,rwalker@example.net,Family
2459,2021-04-29,3,Adventure,Group Tour,Manage single mean,Whole Day,54.18,3,20,2021-05-19,2,Mobile App,Transaction,2459,Cynthia Mcintyre,Male,Gen Z,Divorced,robbinsbobby@example.org,Business Traveler
2460,2021-08-25,2,Sport,Walking Tour,Field popular hard,Half Day,24.3,8,21,2021-09-15,4,Travel Agency,PayPal,2460,Joshua Drake,Male,Gen Z,Single,phillipsrichard@example.org,Luxury Seeker
2461,2021-06-30,4,Spa&Relax,VIP Experience,Style light,Half Day,35.09,6,12,2021-07-12,4,Travel Agency,Card,2461,Kelly Clark,Female,Millennial,Married,ideleon@example.org,Budget Traveler
2462,2021-07-08,5,Gastronomy,Group Tour,Rate early,Morning,74.3,5,8,2021-07-16,4,Travel Agency,Card,2462,Lawrence Henderson,Male,Gen X,Married,kimberly87@example.net,Family
2463,2021-04-22,2,Sport,Group Tour,Drug later culture card,Evening,62.52,10,14,2021-05-06,1,Website,Transaction,2463,Samuel Ramirez,Female,Boomer,Married,fordethan@example.com,Luxury Seeker
2464,2021-04-21,4,Spa&Relax,Bus Tour,From member,Half Day,129.3,6,5,2021-04-26,4,Travel Agency,PayPal,2464,Kenneth Gates,Female,Gen Z,Married,wayneburns@example.com,Business Traveler
2465,2021-09-30,2,Sport,Walking Tour,Through she,Half Day,194.97,2,9,2021-10-09,3,Partner Site,PayPal,2465,Zachary Sanford,Female,Gen Z,Divorced,andre40@example.net,Luxury Seeker
2466,2021-11-19,3,Adventure,Walking Tour,Head,Whole Day,62.23,2,27,2021-12-16,4,Travel Agency,Transaction,2466,Mark Page,Female,Millennial,Divorced,michael37@example.org,Luxury Seeker
2467,2021-05-25,4,Spa&Relax,Walking Tour,Political,Personalized,186.93,4,24,2021-06-18,3,Partner Site,Card,2467,Spencer Cruz,Female,Gen Z,Divorced,matthewsexton@example.net,Solo Traveler
2468,2021-11-27,1,Culture,Guided Tour,International line,Personalized,160.02,4,17,2021-12-14,2,Mobile App,Card,2468,Ryan Miller,Male,Gen Z,Single,nicolethompson@example.net,Family
2469,2021-07-17,3,Adventure,VIP Experience,Allow central television,Morning,147.64,2,13,2021-07-30,3,Partner Site,PayPal,2469,Matthew Robinson,Female,Gen X,Widowed,jaredvelazquez@example.net,Budget Traveler
2470,2021-09-22,2,Sport,Walking Tour,Research store exactly,Personalized,103.38,4,28,2021-10-20,2,Mobile App,Transaction,2470,Maria Murphy,Female,Gen Z,Divorced,dwaynefisher@example.net,Luxury Seeker
2471,2021-09-14,3,Adventure,VIP Experience,Trade,Morning,21.58,4,22,2021-10-06,1,Website,PayPal,2471,Robin Barnes,Male,Boomer,Single,doughertysarah@example.com,Luxury Seeker
2472,2021-04-23,4,Spa&Relax,Guided Tour,Possible camera,Evening,174.9,6,21,2021-05-14,2,Mobile App,PayPal,2472,Jesse Snyder,Female,Boomer,Married,halldebbie@example.net,Solo Traveler
2473,2021-08-11,4,Spa&Relax,Walking Tour,Choose doctor east company,Morning,139.79,6,12,2021-08-23,4,Travel Agency,Card,2473,Kathryn Wilson,Male,Gen X,Divorced,amoss@example.com,Budget Traveler
2474,2021-04-15,4,Spa&Relax,Self-Guided,Current away,Personalized,73.38,8,5,2021-04-20,2,Mobile App,PayPal,2474,Christopher Durham,Male,Gen X,Divorced,kimberly48@example.net,Family
2475,2021-12-13,4,Spa&Relax,Guided Tour,House relationship,Morning,60.78,7,4,2021-12-17,1,Website,PayPal,2475,Mike Peterson,Female,Gen X,Widowed,shannon19@example.com,Budget Traveler
2476,2021-04-01,6,Family,Group Tour,Campaign everybody,Morning,20.85,7,24,2021-04-25,1,Website,Transaction,2476,Francis Smith,Male,Boomer,Single,judy11@example.com,Luxury Seeker
2477,2021-04-29,6,Family,Walking Tour,Truth late store,Whole Day,150.64,9,15,2021-05-14,4,Travel Agency,Card,2477,Paul Smith,Male,Gen Z,Widowed,rodney53@example.com,Family
2478,2021-11-24,2,Sport,Guided Tour,Game pressure,Half Day,190.44,9,2,2021-11-26,4,Travel Agency,Transaction,2478,Dr. Kristina Pena,Male,Gen Z,Single,robertjackson@example.com,Family
2479,2021-09-09,5,Gastronomy,Bus Tour,Simple agency,Personalized,75.95,9,10,2021-09-19,3,Partner Site,PayPal,2479,Kirk Holt,Male,Gen Z,Married,mcaldwell@example.org,Family
2480,2021-10-22,5,Gastronomy,Group Tour,Clear between nearly,Whole Day,96.41,3,5,2021-10-27,1,Website,Card,2480,Sean Miller,Male,Gen Z,Widowed,mhuff@example.org,Luxury Seeker
2481,2021-03-05,2,Sport,Bus Tour,Time institution that,Whole Day,120.51,10,11,2021-03-16,4,Travel Agency,PayPal,2481,Maria Spears,Male,Millennial,Widowed,john81@example.net,Solo Traveler
2482,2021-11-20,6,Family,Group Tour,Still government suggest let,Evening,147.47,6,14,2021-12-04,3,Partner Site,Transaction,2482,Mary Moore,Female,Millennial,Widowed,abigail88@example.org,Business Traveler
2483,2021-09-04,6,Family,Bus Tour,News social,Personalized,82.93,8,27,2021-10-01,4,Travel Agency,Card,2483,Michael Garcia,Male,Boomer,Married,patriciapowell@example.com,Family
2484,2021-04-02,1,Culture,VIP Experience,Move,Evening,23.25,9,29,2021-05-01,4,Travel Agency,Card,2484,Teresa Green,Male,Boomer,Widowed,ricegerald@example.com,Family
2485,2021-10-27,6,Family,Group Tour,Summer receive,Evening,149.84,8,5,2021-11-01,2,Mobile App,PayPal,2485,Andrew Webster,Male,Millennial,Widowed,diazsandra@example.com,Budget Traveler
2486,2021-04-02,6,Family,VIP Experience,Build say assume safe,Half Day,91.81,6,22,2021-04-24,1,Website,PayPal,2486,Debra Wood,Female,Millennial,Single,ppark@example.org,Luxury Seeker
2487,2021-12-01,6,Family,Walking Tour,Rate there difference street,Evening,75.34,9,5,2021-12-06,3,Partner Site,Transaction,2487,Charles Smith,Female,Millennial,Divorced,travis69@example.com,Budget Traveler
2488,2021-04-18,2,Sport,Self-Guided,Enough beautiful forward,Morning,127.99,4,30,2021-05-18,1,Website,Transaction,2488,Brian Flores,Male,Millennial,Single,gdouglas@example.com,Family
2489,2021-09-15,2,Sport,Walking Tour,School event,Morning,113.71,2,9,2021-09-24,3,Partner Site,PayPal,2489,Annette Saunders,Female,Gen Z,Divorced,leemelissa@example.com,Luxury Seeker
2490,2021-01-03,5,Gastronomy,Guided Tour,Course PM safe,Morning,30.97,5,7,2021-01-10,4,Travel Agency,Transaction,2490,Stephanie Branch,Male,Gen Z,Divorced,matthewreed@example.net,Budget Traveler
2491,2021-08-28,3,Adventure,Bus Tour,But long kid,Whole Day,84.77,1,7,2021-09-04,3,Partner Site,Transaction,2491,Jessica Madden,Male,Millennial,Divorced,orozcochristian@example.com,Business Traveler
2492,2021-03-11,5,Gastronomy,Guided Tour,Nor cultural effort,Morning,169.7,5,5,2021-03-16,2,Mobile App,PayPal,2492,Logan Kennedy,Male,Boomer,Single,shawcandice@example.org,Solo Traveler
2493,2021-07-12,6,Family,Bus Tour,Fly girl,Whole Day,69.51,8,21,2021-08-02,4,Travel Agency,PayPal,2493,Ashley Griffith,Female,Millennial,Married,melissasantiago@example.org,Solo Traveler
2494,2021-02-11,4,Spa&Relax,Bus Tour,Network by,Whole Day,62.22,10,4,2021-02-15,2,Mobile App,PayPal,2494,Susan Jackson,Male,Millennial,Married,bradyjohn@example.com,Family
2495,2021-10-05,6,Family,Group Tour,Good reduce huge,Personalized,194.02,2,15,2021-10-20,2,Mobile App,Transaction,2495,Rachel Ward,Male,Gen Z,Widowed,lisathompson@example.net,Budget Traveler
2496,2021-12-14,2,Sport,Self-Guided,Staff financial cultural,Morning,174.75,1,12,2021-12-26,4,Travel Agency,Card,2496,John Peters,Male,Gen Z,Married,wilsongeorge@example.net,Solo Traveler
2497,2021-01-05,2,Sport,Walking Tour,Father his research,Personalized,141.0,2,16,2021-01-21,3,Partner Site,Card,2497,Jose Boyd,Male,Boomer,Single,wball@example.com,Business Traveler
2498,2021-06-23,1,Culture,Self-Guided,Born wait range tonight,Half Day,41.08,5,7,2021-06-30,4,Travel Agency,Card,2498,Laura Miller,Female,Boomer,Married,jonathan03@example.org,Family
2499,2021-10-03,1,Culture,Self-Guided,But enjoy,Evening,63.34,7,23,2021-10-26,4,Travel Agency,PayPal,2499,Maria Daniel,Female,Gen X,Single,farmermadeline@example.com,Family
2500,2021-04-13,5,Gastronomy,Group Tour,Too foreign,Whole Day,157.82,6,13,2021-04-26,4,Travel Agency,Card,2500,Heather Guzman,Female,Millennial,Widowed,kevin82@example.com,Solo Traveler
2501,2021-03-26,2,Sport,VIP Experience,Reduce age boy,Whole Day,115.15,5,20,2021-04-15,4,Travel Agency,Card,2501,Laurie Lynch,Male,Millennial,Widowed,gary18@example.com,Luxury Seeker
2502,2021-12-29,3,Adventure,Guided Tour,Figure,Whole Day,61.84,6,25,2022-01-23,1,Website,Card,2502,Sharon Smith,Male,Boomer,Single,fosteralexander@example.net,Solo Traveler
2503,2021-10-02,3,Adventure,Group Tour,Would without environmental,Personalized,162.07,5,11,2021-10-13,2,Mobile App,Transaction,2503,Bethany Lewis,Male,Gen X,Widowed,cynthiawilliams@example.net,Business Traveler
2504,2021-08-13,2,Sport,Walking Tour,Light discuss,Half Day,60.63,2,1,2021-08-14,4,Travel Agency,Transaction,2504,Justin Burke,Male,Boomer,Single,meghansnyder@example.org,Business Traveler
2505,2021-10-04,1,Culture,Guided Tour,Quality citizen must,Personalized,103.31,6,23,2021-10-27,4,Travel Agency,Card,2505,Tanner Jones,Female,Gen X,Divorced,shaun31@example.com,Budget Traveler
2506,2021-05-08,1,Culture,Bus Tour,Soldier dinner,Morning,106.61,10,7,2021-05-15,4,Travel Agency,Transaction,2506,Randy Rios,Male,Gen X,Single,walkerdarren@example.net,Solo Traveler
2507,2021-12-06,2,Sport,Group Tour,Dream rich,Whole Day,27.85,10,24,2021-12-30,3,Partner Site,Card,2507,Caitlin Richards,Female,Millennial,Divorced,tanyajenkins@example.org,Solo Traveler
2508,2021-08-16,5,Gastronomy,VIP Experience,Kid live way,Morning,39.24,5,2,2021-08-18,3,Partner Site,PayPal,2508,Anthony Lee,Female,Gen X,Single,nicholas41@example.com,Luxury Seeker
2509,2021-08-03,5,Gastronomy,Guided Tour,Identify often rather suffer,Morning,117.38,9,30,2021-09-02,2,Mobile App,Transaction,2509,Mary Payne,Male,Gen X,Divorced,rebecca83@example.net,Luxury Seeker
2510,2021-09-23,4,Spa&Relax,Guided Tour,You best,Half Day,116.36,7,8,2021-10-01,1,Website,PayPal,2510,Sandra Sanchez,Male,Boomer,Widowed,reesedavid@example.org,Business Traveler
2511,2021-05-07,5,Gastronomy,Walking Tour,Dream PM choice,Morning,173.21,10,17,2021-05-24,2,Mobile App,Transaction,2511,Ms. Christine Jenkins MD,Male,Gen Z,Single,jpark@example.net,Solo Traveler
2512,2021-07-02,1,Culture,Self-Guided,Eye do beautiful ask,Personalized,133.82,4,4,2021-07-06,3,Partner Site,Card,2512,Jonathan Anderson,Female,Boomer,Single,abigail16@example.org,Family
2513,2021-01-25,3,Adventure,VIP Experience,Economic write,Evening,111.09,1,22,2021-02-16,1,Website,Transaction,2513,Melissa Doyle,Female,Gen Z,Widowed,timothy01@example.com,Luxury Seeker
2514,2021-07-31,2,Sport,Walking Tour,Wrong imagine blue indeed,Whole Day,128.03,4,18,2021-08-18,1,Website,Card,2514,Jeffrey Allen,Male,Gen Z,Divorced,martinmary@example.com,Business Traveler
2515,2021-08-27,2,Sport,Walking Tour,Another daughter politics,Evening,119.86,9,20,2021-09-16,1,Website,Transaction,2515,Ronald Clark,Female,Boomer,Married,lhamilton@example.net,Business Traveler
2516,2021-01-09,6,Family,Guided Tour,Attention lead example,Evening,185.05,9,27,2021-02-05,3,Partner Site,PayPal,2516,Kimberly Clark,Male,Boomer,Single,douglasmichael@example.com,Budget Traveler
2517,2021-07-08,1,Culture,Guided Tour,Sell fund,Half Day,113.57,10,14,2021-07-22,2,Mobile App,Card,2517,Carrie Benson,Male,Millennial,Married,kirbyjoshua@example.net,Luxury Seeker
2518,2021-09-20,4,Spa&Relax,Self-Guided,Against or,Morning,142.24,6,7,2021-09-27,2,Mobile App,PayPal,2518,Michael Charles,Male,Gen X,Married,susan82@example.com,Family
2519,2021-02-08,1,Culture,VIP Experience,Without political describe,Personalized,99.97,1,21,2021-03-01,1,Website,PayPal,2519,Charles Wells,Female,Gen X,Widowed,trujillobrianna@example.org,Solo Traveler
2520,2021-04-16,6,Family,Group Tour,Development everybody usually,Personalized,184.43,7,16,2021-05-02,4,Travel Agency,Card,2520,Timothy Thompson,Male,Gen Z,Divorced,amanda09@example.org,Business Traveler
2521,2021-09-12,4,Spa&Relax,Guided Tour,Guess traditional,Whole Day,184.92,4,20,2021-10-02,4,Travel Agency,Transaction,2521,Drew Fernandez,Female,Millennial,Married,banderson@example.com,Business Traveler
2522,2021-07-28,5,Gastronomy,VIP Experience,Lose improve ever,Personalized,199.21,6,14,2021-08-11,3,Partner Site,PayPal,2522,Linda Brown,Female,Millennial,Widowed,frank59@example.net,Solo Traveler
2523,2021-10-25,6,Family,Walking Tour,Word wide,Personalized,146.17,1,14,2021-11-08,4,Travel Agency,PayPal,2523,Chad Atkinson,Male,Gen Z,Married,jonesphillip@example.com,Business Traveler
2524,2021-05-24,6,Family,Self-Guided,Guy leg,Whole Day,66.33,2,26,2021-06-19,1,Website,Card,2524,Walter Campos Jr.,Female,Millennial,Single,jason66@example.net,Family
2525,2021-06-12,3,Adventure,Bus Tour,Just moment,Personalized,57.8,1,1,2021-06-13,2,Mobile App,PayPal,2525,Doris Reynolds,Female,Gen X,Married,lauren03@example.org,Family
2526,2021-05-20,1,Culture,Self-Guided,Exactly,Whole Day,199.62,6,13,2021-06-02,4,Travel Agency,Transaction,2526,Richard Williams,Female,Millennial,Widowed,floresdennis@example.com,Solo Traveler
2527,2021-05-16,5,Gastronomy,Bus Tour,Probably,Half Day,53.65,1,4,2021-05-20,3,Partner Site,PayPal,2527,Amanda Johnson,Male,Boomer,Divorced,nancy85@example.com,Luxury Seeker
2528,2021-08-25,3,Adventure,Bus Tour,Stop seem,Evening,156.88,6,5,2021-08-30,2,Mobile App,Transaction,2528,Jennifer Hall,Female,Gen Z,Divorced,lisathompson@example.net,Luxury Seeker
2529,2021-02-17,5,Gastronomy,Walking Tour,Employee reveal from machine,Morning,153.39,6,19,2021-03-08,1,Website,Card,2529,Matthew Scott,Male,Gen X,Single,carmenayala@example.org,Business Traveler
2530,2021-03-09,6,Family,Guided Tour,Including yes,Morning,166.8,5,8,2021-03-17,3,Partner Site,PayPal,2530,Lawrence Villa,Female,Gen X,Married,qespinoza@example.net,Family
2531,2021-07-01,5,Gastronomy,Self-Guided,How party,Whole Day,48.38,3,11,2021-07-12,2,Mobile App,Transaction,2531,Sheila Luna,Female,Gen X,Married,dunnleah@example.org,Business Traveler
2532,2021-06-09,6,Family,Bus Tour,Pressure word while,Personalized,48.88,4,28,2021-07-07,1,Website,PayPal,2532,Brandon Rivera,Male,Boomer,Divorced,patrick24@example.org,Luxury Seeker
2533,2021-06-24,1,Culture,Walking Tour,Capital view,Evening,60.33,2,22,2021-07-16,1,Website,Card,2533,Sherry Bradshaw,Male,Millennial,Divorced,gregory71@example.com,Solo Traveler
