Transaction Number,Transaction Date,Product ID,Product Category,Subcategories,Excursion Name,Excursion Type,Price pP,Units Sold,Days to Excursion,Excursion Date,Channel ID,Sales Channel,Sales Method,Client ID,Client Name,Gender,Generation,Marital Status,Email,Client Segment
2327,2020-08-26,5,Gastronomy,Walking Tour,Person arm claim,Evening,51.34,8,10,2020-09-05,4,Travel Agency,Transaction,2327,Ashley Martinez,Female,Gen Z,Married,amy65@example.com,Family
2328,2020-05-18,4,Spa&Relax,Walking Tour,Scene need movement,Half Day,199.41,3,12,2020-05-30,2,Mobile App,Card,2328,Todd Faulkner,Male,Gen X,Divorced,njones@example.net,Family
2329,2020-11-06,2,Sport,Walking Tour,Image during year,Morning,135.21,3,30,2020-12-06,2,Mobile App,Transaction,2329,Brandon Carlson,Female,Millennial,Single,marissa72@example.net,Family
2330,2020-12-02,2,Sport,VIP Experience,Billion others participant,Evening,90.62,1,30,2021-01-01,1,Website,PayPal,2330,Thomas Hunter,Male,Gen Z,Widowed,berrypatricia@example.net,Family
2331,2020-11-27,2,Sport,Guided Tour,Possible thought apply most,Whole Day,74.37,3,20,2020-12-17,4,Travel Agency,PayPal,2331,Melissa Wilson,Male,Gen Z,Divorced,dawnsmith@example.org,Luxury Seeker
2332,2020-06-14,4,Spa&Relax,Group Tour,Girl somebody receive,Personalized,57.78,10,6,2020-06-20,1,Website,PayPal,2332,Daniel Terrell,Male,Millennial,Divorced,robertmartinez@example.org,Budget Traveler
2333,2020-01-30,2,Sport,VIP Experience,Pass money environment,Half Day,110.02,4,4,2020-02-03,3,Partner Site,Transaction,2333,Ryan Collins,Female,Gen Z,Married,sanchezemily@example.net,Luxury Seeker
2334,2020-05-18,1,Culture,Bus Tour,He since,Personalized,28.77,1,14,2020-06-01,2,Mobile App,Transaction,2334,Gloria Fisher,Male,Millennial,Divorced,erinstark@example.net,Business Traveler
2335,2020-10-21,5,Gastronomy,Group Tour,Check sure,Whole Day,128.67,4,16,2020-11-06,1,Website,Card,2335,Mrs. Lynn Thomas MD,Male,Millennial,Divorced,daniel41@example.net,Solo Traveler
2336,2020-09-29,2,Sport,Guided Tour,Follow thing,Morning,87.78,2,13,2020-10-12,3,Partner Site,Transaction,2336,Patrick Jarvis,Female,Gen Z,Divorced,marilyn62@example.org,Family
2337,2020-11-14,1,Culture,Bus Tour,Religious image,Evening,124.29,10,10,2020-11-24,2,Mobile App,Card,2337,Michael Foster,Male,Gen X,Divorced,michael13@example.net,Luxury Seeker
2338,2020-10-27,2,Sport,Walking Tour,Edge do finish,Evening,137.16,3,24,2020-11-20,4,Travel Agency,PayPal,2338,Anthony Allen,Male,Gen X,Divorced,hharper@example.net,Solo Traveler
2339,2020-10-13,6,Family,Self-Guided,Simple perform practice,Half Day,99.91,5,15,2020-10-28,1,Website,Transaction,2339,Matthew Cox,Female,Gen X,Married,rtaylor@example.net,Business Traveler
2340,2020-01-13,1,Culture,Bus Tour,World particularly term,Evening,195.33,2,30,2020-02-12,4,Travel Agency,PayPal,2340,Julia Fields,Female,Gen X,Single,markbautista@example.org,Family
2341,2020-06-11,4,Spa&Relax,Bus Tour,Meet at deal,Evening,32.04,3,22,2020-07-03,1,Website,Transaction,2341,Julie Villa,Male,Gen Z,Divorced,sjohnson@example.org,Solo Traveler
2342,2020-02-17,4,Spa&Relax,Bus Tour,Prevent religious window,Whole Day,163.49,9,2,2020-02-19,1,Website,Card,2342,Catherine Anderson,Male,Millennial,Single,debbiemoss@example.com,Budget Traveler
2343,2020-02-06,6,Family,VIP Experience,Modern social return specific,Evening,24.33,7,16,2020-02-22,4,Travel Agency,Transaction,2343,Michael Sanchez,Female,Millennial,Divorced,ryanparker@example.org,Luxury Seeker
2344,2020-02-06,2,Sport,Bus Tour,Between so face,Evening,42.16,3,5,2020-02-11,3,Partner Site,Transaction,2344,Philip Tran,Male,Gen Z,Married,eric02@example.net,Solo Traveler
2345,2020-04-18,3,Adventure,Bus Tour,Speak senior,Personalized,86.17,9,24,2020-05-12,2,Mobile App,PayPal,2345,Kyle Gonzales,Male,Gen Z,Divorced,jacqueline11@example.net,Luxury Seeker
2346,2020-10-12,2,Sport,Walking Tour,International assume from,Whole Day,25.21,10,10,2020-10-22,2,Mobile App,PayPal,2346,Aimee Lang MD,Female,Millennial,Married,troy39@example.net,Luxury Seeker
2347,2020-08-28,2,Sport,Self-Guided,Today level,Evening,82.02,2,7,2020-09-04,4,Travel Agency,PayPal,2347,Ronald Anderson,Male,Millennial,Widowed,veronica90@example.net,Business Traveler
2348,2020-12-19,4,Spa&Relax,Bus Tour,History away,Personalized,56.31,5,4,2020-12-23,4,Travel Agency,PayPal,2348,Penny Johnson,Female,Gen Z,Divorced,lucasflores@example.com,Luxury Seeker
2349,2020-03-11,1,Culture,Walking Tour,Order compare plant,Whole Day,160.21,9,5,2020-03-16,1,Website,PayPal,2349,John Dawson,Female,Millennial,Widowed,baguilar@example.net,Solo Traveler
2350,2020-03-08,4,Spa&Relax,Group Tour,Now do,Half Day,176.87,5,6,2020-03-14,3,Partner Site,Card,2350,Anna Wright,Male,Boomer,Married,weberamber@example.org,Family
2351,2020-08-24,2,Sport,Guided Tour,Thing,Evening,191.03,6,12,2020-09-05,3,Partner Site,Transaction,2351,Crystal Bauer,Female,Gen X,Widowed,juanmccoy@example.org,Business Traveler
2352,2020-04-24,3,Adventure,VIP Experience,Human,Evening,112.04,8,14,2020-05-08,4,Travel Agency,Card,2352,Christopher Garner,Male,Gen X,Divorced,robert34@example.net,Family
2353,2020-07-19,3,Adventure,Group Tour,Page weight either,Half Day,76.68,2,1,2020-07-20,4,Travel Agency,Transaction,2353,Brian Krueger,Male,Boomer,Divorced,ngraham@example.com,Solo Traveler
2354,2020-10-11,3,Adventure,Walking Tour,Movement,Half Day,167.32,9,30,2020-11-10,1,Website,PayPal,2354,Robert Cain,Male,Boomer,Widowed,justinluna@example.org,Solo Traveler
2355,2020-05-29,2,Sport,Bus Tour,War never gas last,Morning,146.39,3,20,2020-06-18,4,Travel Agency,Transaction,2355,Roberto Smith,Male,Gen X,Divorced,frank88@example.net,Luxury Seeker
2356,2020-05-24,5,Gastronomy,Walking Tour,Evening world look place,Morning,98.68,2,5,2020-05-29,3,Partner Site,Card,2356,Keith Roman,Male,Millennial,Married,ncampbell@example.com,Family
2357,2020-08-21,5,Gastronomy,Bus Tour,Style like,Whole Day,71.64,8,15,2020-09-05,3,Partner Site,PayPal,2357,David Martinez,Female,Millennial,Divorced,adamgill@example.net,Budget Traveler
2358,2020-05-12,6,Family,Bus Tour,Carry meet,Whole Day,102.61,9,10,2020-05-22,2,Mobile App,Card,2358,Timothy Odom,Male,Gen Z,Divorced,hestrada@example.com,Solo Traveler
2359,2020-06-15,2,Sport,Guided Tour,Open particularly election,Half Day,100.05,9,22,2020-07-07,2,Mobile App,Transaction,2359,Michael Ellis,Male,Gen X,Divorced,brennanmichelle@example.com,Budget Traveler
2360,2020-08-14,4,Spa&Relax,Bus Tour,Bed,Evening,22.12,7,16,2020-08-30,2,Mobile App,PayPal,2360,Lisa Odonnell,Male,Millennial,Widowed,johnsonkatherine@example.net,Luxury Seeker
2361,2020-04-11,1,Culture,Guided Tour,Bill hot stop,Half Day,24.87,1,4,2020-04-15,1,Website,Transaction,2361,Nicholas Smith,Female,Gen X,Married,chase86@example.org,Solo Traveler
2362,2020-09-23,5,Gastronomy,Guided Tour,His product,Half Day,198.71,5,25,2020-10-18,2,Mobile App,PayPal,2362,Stephen Vega,Female,Boomer,Single,justinclark@example.com,Business Traveler
2363,2020-08-25,5,Gastronomy,VIP Experience,Offer foreign third,Evening,109.78,3,23,2020-09-17,1,Website,Transaction,2363,Diana Malone MD,Male,Boomer,Single,kimberly69@example.org,Family
2364,2020-07-07,3,Adventure,Group Tour,Financial career Republican,Personalized,43.95,5,20,2020-07-27,3,Partner Site,PayPal,2364,Stephanie Pope,Female,Gen Z,Single,sjones@example.net,Luxury Seeker
2365,2020-08-16,5,Gastronomy,Self-Guided,Tonight soon,Whole Day,183.46,3,9,2020-08-25,2,Mobile App,PayPal,2365,Tyler Richard,Male,Gen Z,Single,brian38@example.com,Budget Traveler
2366,2020-12-04,4,Spa&Relax,Walking Tour,Into common heavy,Evening,82.1,6,10,2020-12-14,1,Website,Transaction,2366,Kayla Clarke,Male,Millennial,Single,phodges@example.net,Family
2367,2020-09-08,1,Culture,Walking Tour,Of serve,Morning,31.06,5,21,2020-09-29,2,Mobile App,Card,2367,Justin Williams,Female,Boomer,Widowed,ggonzalez@example.com,Business Traveler
2368,2020-03-26,6,Family,Guided Tour,Service,Morning,54.37,6,3,2020-03-29,1,Website,PayPal,2368,Alison Miller,Male,Boomer,Divorced,scottlane@example.net,Solo Traveler
2369,2020-05-09,5,Gastronomy,Walking Tour,Whom particular,Half Day,27.57,6,12,2020-05-21,1,Website,Card,2369,Peter Day,Female,Gen X,Widowed,dylan77@example.com,Family
2370,2020-07-22,4,Spa&Relax,Group Tour,Serve any democratic,Personalized,67.21,8,4,2020-07-26,1,Website,Transaction,2370,Charles Dougherty,Male,Millennial,Widowed,tlewis@example.net,Budget Traveler
2371,2020-04-19,5,Gastronomy,VIP Experience,Pick election,Personalized,136.25,7,29,2020-05-18,2,Mobile App,PayPal,2371,Linda Burgess,Male,Boomer,Single,jessemedina@example.net,Budget Traveler
2372,2020-02-28,4,Spa&Relax,Group Tour,Develop keep,Personalized,196.0,6,17,2020-03-16,1,Website,Card,2372,John Kirby,Female,Boomer,Widowed,westjeffrey@example.org,Family
2373,2020-12-10,6,Family,VIP Experience,Feeling term leave,Half Day,139.52,10,24,2021-01-03,2,Mobile App,PayPal,2373,Carrie Gutierrez,Male,Boomer,Single,paulhahn@example.com,Family
2374,2020-07-28,5,Gastronomy,Guided Tour,Recent meeting top,Morning,54.13,1,11,2020-08-08,3,Partner Site,Transaction,2374,Stacey Freeman,Male,Gen X,Widowed,fbaker@example.com,Family
2375,2020-08-26,2,Sport,VIP Experience,Range practice,Morning,64.44,8,23,2020-09-18,2,Mobile App,Card,2375,Sara Marquez,Male,Gen X,Married,brianaallison@example.com,Solo Traveler
2376,2020-10-18,2,Sport,Walking Tour,Skin there thank,Evening,182.98,7,22,2020-11-09,4,Travel Agency,PayPal,2376,Rachel Alvarez,Male,Gen Z,Divorced,ebarnes@example.com,Business Traveler
2377,2020-01-10,4,Spa&Relax,Group Tour,The against,Personalized,107.28,5,30,2020-02-09,2,Mobile App,Card,2377,Jennifer Gomez,Male,Gen Z,Married,candice53@example.com,Business Traveler
2378,2020-02-04,2,Sport,Group Tour,First likely,Half Day,106.22,6,7,2020-02-11,4,Travel Agency,PayPal,2378,Ricardo Brown,Male,Gen X,Divorced,mccormickdawn@example.org,Budget Traveler
2379,2020-08-09,6,Family,Bus Tour,School someone,Whole Day,49.63,6,26,2020-09-04,2,Mobile App,Transaction,2379,Howard Hunter,Female,Gen X,Widowed,juliebowen@example.com,Budget Traveler
2380,2020-04-04,5,Gastronomy,Group Tour,Work song pressure,Half Day,189.45,4,1,2020-04-05,1,Website,Transaction,2380,David Mckay,Female,Millennial,Single,michelleanderson@example.com,Solo Traveler
2381,2020-06-15,6,Family,Guided Tour,Program,Evening,162.8,4,18,2020-07-03,4,Travel Agency,PayPal,2381,Suzanne Farmer,Male,Gen Z,Divorced,greenanthony@example.net,Luxury Seeker
2382,2020-10-13,6,Family,Bus Tour,Audience save,Evening,137.45,6,5,2020-10-18,4,Travel Agency,Card,2382,Lauren Molina,Male,Gen Z,Single,madison11@example.net,Solo Traveler
2383,2020-09-24,1,Culture,Walking Tour,Maybe option human fire,Half Day,148.94,2,5,2020-09-29,3,Partner Site,Card,2383,Joshua Vega,Male,Gen X,Divorced,wayne74@example.com,Solo Traveler
2384,2020-06-14,6,Family,Walking Tour,Find fill,Morning,152.99,4,29,2020-07-13,4,Travel Agency,Transaction,2384,Thomas Dixon,Female,Boomer,Single,qdixon@example.org,Business Traveler
2385,2020-04-18,1,Culture,Bus Tour,Run in provide,Personalized,124.86,7,30,2020-05-18,4,Travel Agency,Card,2385,Sandra Kelley,Female,Gen X,Widowed,jeansmith@example.com,Family
2386,2020-10-03,4,Spa&Relax,Group Tour,Hard gas,Morning,27.32,7,13,2020-10-16,4,Travel Agency,Transaction,2386,Jaime Rose,Male,Millennial,Divorced,hillfrank@example.org,Family
2387,2020-09-25,5,Gastronomy,Bus Tour,About Congress,Morning,47.42,1,1,2020-09-26,3,Partner Site,Card,2387,Kathleen Odonnell,Female,Gen X,Married,stewartmary@example.net,Solo Traveler
2388,2020-04-03,6,Family,Guided Tour,Movement company choose effect,Half Day,170.8,10,7,2020-04-10,1,Website,PayPal,2388,Daniel Davis,Male,Gen Z,Widowed,tbennett@example.com,Budget Traveler
2389,2020-04-29,3,Adventure,Group Tour,Test degree opportunity,Half Day,95.84,6,23,2020-05-22,1,Website,PayPal,2389,Jesse Yang,Female,Gen Z,Single,gary74@example.com,Family
2390,2020-11-17,6,Family,Walking Tour,Able force,Whole Day,32.46,1,24,2020-12-11,2,Mobile App,PayPal,2390,Brian Conrad,Male,Gen Z,Single,sabrinaperez@example.net,Luxury Seeker
2391,2020-07-05,5,Gastronomy,VIP Experience,Study yeah,Half Day,140.5,7,12,2020-07-17,4,Travel Agency,PayPal,2391,Nicole Lyons,Female,Millennial,Married,fgutierrez@example.com,Family
2392,2020-04-27,5,Gastronomy,Bus Tour,Data wide,Half Day,84.47,5,17,2020-05-14,1,Website,Transaction,2392,Angela Craig,Male,Gen Z,Divorced,thomaswillie@example.org,Business Traveler
2393,2020-04-13,5,Gastronomy,Walking Tour,Significant movement bad,Morning,89.19,7,16,2020-04-29,4,Travel Agency,Transaction,2393,Marco Rose,Female,Gen X,Married,dana17@example.net,Luxury Seeker
2394,2020-08-21,2,Sport,Walking Tour,Gas performance people,Evening,144.68,1,29,2020-09-19,4,Travel Agency,PayPal,2394,Kelly Mccarthy,Female,Millennial,Married,rangelteresa@example.net,Family
2395,2020-05-25,3,Adventure,Self-Guided,Guess million thought,Personalized,182.3,7,18,2020-06-12,4,Travel Agency,Transaction,2395,Jamie Reed,Male,Gen X,Single,jasonharris@example.org,Budget Traveler
2396,2020-08-16,6,Family,Bus Tour,Find several,Half Day,23.74,1,23,2020-09-08,4,Travel Agency,Transaction,2396,Kimberly Moran,Male,Gen Z,Divorced,oconnorvictoria@example.net,Solo Traveler
2397,2020-01-26,1,Culture,VIP Experience,Term country,Whole Day,120.71,1,11,2020-02-06,3,Partner Site,PayPal,2397,Lawrence Velasquez,Male,Millennial,Widowed,robin19@example.com,Budget Traveler
2398,2020-08-11,2,Sport,Bus Tour,Season drug several,Whole Day,178.24,7,21,2020-09-01,2,Mobile App,Card,2398,Kevin Bradshaw,Female,Boomer,Married,bryanedwards@example.com,Solo Traveler
2399,2020-12-17,2,Sport,Walking Tour,Far wrong,Whole Day,183.27,10,23,2021-01-09,1,Website,Transaction,2399,James Gonzalez,Male,Gen Z,Married,cookdanielle@example.com,Budget Traveler
2400,2020-03-17,5,Gastronomy,Walking Tour,At,Whole Day,165.72,9,15,2020-04-01,3,Partner Site,Transaction,2400,Andrew Brown,Male,Millennial,Married,kenneth77@example.net,Family
2401,2020-02-04,3,Adventure,VIP Experience,Throw pattern,Personalized,156.08,5,3,2020-02-07,1,Website,Transaction,2401,Jennifer Austin,Male,Gen Z,Divorced,elizabeth55@example.com,Luxury Seeker
2402,2020-06-06,4,Spa&Relax,Walking Tour,Down song for,Half Day,158.66,8,14,2020-06-20,4,Travel Agency,Card,2402,Barbara Grant,Male,Gen Z,Married,carlagarcia@example.com,Luxury Seeker
2403,2020-12-30,1,Culture,Self-Guided,Tax our game area,Personalized,74.56,7,17,2021-01-16,4,Travel Agency,Transaction,2403,Bradley Montgomery,Female,Boomer,Single,johnsonteresa@example.net,Family
2404,2020-10-17,1,Culture,Walking Tour,Word herself past,Morning,142.56,4,3,2020-10-20,2,Mobile App,Transaction,2404,Steven Beasley,Male,Gen Z,Widowed,ernestwright@example.net,Solo Traveler
2405,2020-02-17,4,Spa&Relax,VIP Experience,Movie individual me,Personalized,72.24,4,20,2020-03-08,2,Mobile App,Card,2405,Michael Chen,Male,Gen X,Married,okelly@example.com,Solo Traveler
2406,2020-03-07,4,Spa&Relax,Group Tour,Structure nothing high,Morning,136.57,10,8,2020-03-15,1,Website,PayPal,2406,Joseph Welch,Female,Boomer,Widowed,tberry@example.org,Budget Traveler
2407,2020-10-16,4,Spa&Relax,Group Tour,Activity,Half Day,138.48,9,16,2020-11-01,2,Mobile App,PayPal,2407,David Bates,Male,Boomer,Divorced,travis28@example.net,Budget Traveler
2408,2020-06-26,6,Family,Group Tour,Score,Half Day,102.78,2,24,2020-07-20,4,Travel Agency,Card,2408,Charles Williams,Male,Millennial,Widowed,rdurham@example.net,Solo Traveler
2409,2020-05-11,5,Gastronomy,Bus Tour,Management can source news,Personalized,22.01,7,15,2020-05-26,2,Mobile App,PayPal,2409,Brianna Bailey,Female,Gen Z,Widowed,matthew05@example.net,Family
2410,2020-07-17,5,Gastronomy,Bus Tour,Seat,Personalized,141.68,3,6,2020-07-23,1,Website,PayPal,2410,Susan Gould,Female,Millennial,Divorced,ysmith@example.org,Business Traveler
2411,2020-04-21,2,Sport,Self-Guided,Agreement social story,Morning,132.05,9,4,2020-04-25,4,Travel Agency,PayPal,2411,Jason Howard,Male,Boomer,Divorced,olivia47@example.com,Business Traveler
2412,2020-09-25,3,Adventure,Walking Tour,Whom among often either,Personalized,170.95,8,13,2020-10-08,3,Partner Site,Transaction,2412,Jonathan Chandler,Male,Gen X,Single,ryan43@example.org,Budget Traveler
2413,2020-02-06,4,Spa&Relax,Walking Tour,Forget subject issue,Evening,79.34,5,4,2020-02-10,2,Mobile App,Transaction,2413,Jose Vasquez,Male,Millennial,Divorced,yluna@example.com,Solo Traveler
2414,2020-06-14,1,Culture,VIP Experience,Perhaps down deal probably,Personalized,99.45,6,26,2020-07-10,1,Website,PayPal,2414,Matthew Dyer,Female,Gen Z,Single,meganjohnson@example.org,Family
2415,2020-02-07,6,Family,VIP Experience,New across,Half Day,67.14,1,1,2020-02-08,2,Mobile App,Transaction,2415,Ronald Hill,Female,Boomer,Divorced,forr@example.net,Solo Traveler
2416,2020-08-26,2,Sport,Bus Tour,Difficult,Whole Day,159.31,1,21,2020-09-16,2,Mobile App,Card,2416,Christine Martinez,Male,Gen Z,Married,melody89@example.com,Family
2417,2020-10-10,6,Family,VIP Experience,Nice week,Evening,170.41,1,3,2020-10-13,1,Website,PayPal,2417,Elizabeth Lawrence,Female,Millennial,Single,greenlisa@example.net,Solo Traveler
2418,2020-01-19,2,Sport,Guided Tour,Do key night,Half Day,60.87,10,12,2020-01-31,2,Mobile App,PayPal,2418,Sonya Bernard,Male,Gen Z,Single,owells@example.org,Solo Traveler
2419,2020-11-14,1,Culture,Walking Tour,Former determine price,Evening,135.01,3,29,2020-12-13,1,Website,Card,2419,Adam Hawkins,Female,Millennial,Widowed,hbriggs@example.net,Solo Traveler
2420,2020-10-26,6,Family,VIP Experience,Strong forward read,Evening,85.43,3,9,2020-11-04,4,Travel Agency,Transaction,2420,Steven Richardson,Female,Gen Z,Divorced,moniquemoore@example.org,Solo Traveler
2421,2020-10-05,6,Family,Self-Guided,Too set book,Morning,90.39,2,26,2020-10-31,3,Partner Site,PayPal,2421,David Clark,Female,Gen X,Single,gvillanueva@example.com,Solo Traveler
2422,2020-06-14,4,Spa&Relax,Guided Tour,Road race story,Morning,136.27,9,29,2020-07-13,3,Partner Site,PayPal,2422,Mr. Jon Smith,Male,Gen X,Divorced,zramirez@example.net,Budget Traveler
2423,2020-03-25,6,Family,Group Tour,Wind safe off,Personalized,195.53,5,13,2020-04-07,4,Travel Agency,PayPal,2423,Karen Thomas,Male,Gen X,Married,michaelgonzalez@example.com,Family
2424,2020-05-05,2,Sport,Bus Tour,Raise remember outside,Morning,137.88,9,24,2020-05-29,4,Travel Agency,Transaction,2424,Jonathan Dean,Male,Boomer,Widowed,amanda74@example.org,Luxury Seeker
2425,2020-09-23,3,Adventure,VIP Experience,Relationship fact,Morning,63.26,7,13,2020-10-06,1,Website,Transaction,2425,Melinda Mcgrath,Female,Boomer,Divorced,roymorris@example.org,Business Traveler
2426,2020-11-21,5,Gastronomy,VIP Experience,So peace,Morning,63.87,8,1,2020-11-22,4,Travel Agency,Transaction,2426,George Adams,Male,Gen X,Divorced,ukelly@example.org,Luxury Seeker
2427,2020-10-25,6,Family,Self-Guided,Single job thought,Personalized,25.7,7,20,2020-11-14,1,Website,Transaction,2427,Jessica George,Female,Gen X,Single,savannahsmith@example.org,Family
2428,2020-08-07,2,Sport,VIP Experience,Go mean,Morning,92.16,1,20,2020-08-27,2,Mobile App,Transaction,2428,Russell Foster,Male,Gen Z,Widowed,marymiller@example.net,Luxury Seeker
2429,2020-05-07,5,Gastronomy,Guided Tour,Little police common,Personalized,28.22,5,6,2020-05-13,4,Travel Agency,PayPal,2429,Cameron Campbell,Male,Boomer,Married,kevinbates@example.org,Business Traveler
2430,2020-07-05,6,Family,Self-Guided,Improve any pick,Whole Day,63.5,6,9,2020-07-14,1,Website,Card,2430,Jessica Benson,Female,Millennial,Divorced,brockmorgan@example.org,Business Traveler
2431,2020-04-16,3,Adventure,Walking Tour,Student,Half Day,144.04,6,4,2020-04-20,1,Website,PayPal,2431,Thomas Spencer,Female,Gen Z,Married,robersonmatthew@example.org,Business Traveler
2432,2020-06-19,2,Sport,Self-Guided,Hear thing,Half Day,179.25,2,10,2020-06-29,2,Mobile App,PayPal,2432,William Tucker,Female,Millennial,Married,mark46@example.org,Solo Traveler
2433,2020-05-14,3,Adventure,Guided Tour,One throughout,Whole Day,163.55,10,28,2020-06-11,1,Website,Card,2433,Steve Washington,Male,Millennial,Divorced,sarah62@example.com,Business Traveler
2434,2020-02-22,2,Sport,Group Tour,Professional,Morning,53.24,1,9,2020-03-02,4,Travel Agency,PayPal,2434,Daniel Schaefer,Male,Boomer,Widowed,claire11@example.net,Luxury Seeker
2435,2020-09-25,6,Family,Walking Tour,Report start,Personalized,85.43,6,4,2020-09-29,2,Mobile App,Transaction,2435,Jeremy Sims,Male,Gen X,Divorced,leahdiaz@example.org,Family
2436,2020-03-07,3,Adventure,Bus Tour,These we,Evening,195.82,6,3,2020-03-10,1,Website,Transaction,2436,Miranda Atkinson,Male,Gen X,Single,angelavalencia@example.net,Budget Traveler
2437,2020-07-12,3,Adventure,Self-Guided,Future floor catch,Morning,76.28,8,22,2020-08-03,2,Mobile App,Transaction,2437,Jasmine Butler,Female,Gen Z,Widowed,sherriwood@example.com,Luxury Seeker
2438,2020-09-06,5,Gastronomy,Walking Tour,Environment security able,Evening,102.01,8,6,2020-09-12,2,Mobile App,PayPal,2438,Paula Johnson,Female,Boomer,Single,fgreer@example.net,Luxury Seeker
2439,2020-10-30,3,Adventure,Group Tour,Recent visit parent,Morning,193.4,2,22,2020-11-21,2,Mobile App,PayPal,2439,John Wood,Female,Gen Z,Married,ashleywatts@example.com,Solo Traveler
2440,2020-02-07,3,Adventure,VIP Experience,Page close,Whole Day,112.01,1,17,2020-02-24,4,Travel Agency,PayPal,2440,Brett Hardin,Male,Gen Z,Single,abigailchambers@example.org,Solo Traveler
2441,2020-07-19,1,Culture,VIP Experience,Production live key,Evening,63.29,10,8,2020-07-27,2,Mobile App,Transaction,2441,James Flores,Female,Gen Z,Widowed,olsonmichael@example.com,Solo Traveler
2442,2020-10-08,3,Adventure,Walking Tour,Enjoy soldier decision structure,Morning,149.8,1,10,2020-10-18,2,Mobile App,Card,2442,Ralph Herrera,Female,Boomer,Married,agarcia@example.net,Budget Traveler
2443,2020-03-08,2,Sport,Self-Guided,Rise stop,Half Day,169.0,3,25,2020-04-02,1,Website,PayPal,2443,Logan Merritt,Female,Gen Z,Divorced,ssullivan@example.org,Luxury Seeker
2444,2020-04-25,3,Adventure,VIP Experience,Generation growth,Half Day,92.13,1,5,2020-04-30,3,Partner Site,Card,2444,Calvin Williams,Male,Millennial,Married,rodriguezstephanie@example.net,Budget Traveler
2445,2020-04-07,2,Sport,Group Tour,Lawyer director explain,Morning,158.08,4,9,2020-04-16,4,Travel Agency,PayPal,2445,Cynthia Jones,Female,Millennial,Single,heather72@example.org,Budget Traveler
2446,2020-05-16,5,Gastronomy,Walking Tour,Life matter husband,Morning,133.17,6,10,2020-05-26,2,Mobile App,Card,2446,Grant Wong,Male,Gen X,Married,zparker@example.net,Solo Traveler
2447,2020-05-07,2,Sport,Walking Tour,Life people finish,Whole Day,143.42,10,12,2020-05-19,2,Mobile App,Transaction,2447,Charles Richardson,Female,Boomer,Single,michael09@example.com,Budget Traveler
2448,2020-07-07,4,Spa&Relax,Guided Tour,Feeling maintain up best,Personalized,40.64,6,1,2020-07-08,4,Travel Agency,Transaction,2448,Andrew Cobb,Male,Boomer,Divorced,courtney13@example.com,Budget Traveler
2449,2020-03-06,2,Sport,VIP Experience,Degree save,Whole Day,171.53,8,7,2020-03-13,2,Mobile App,Transaction,2449,Margaret Wallace,Male,Gen Z,Widowed,andrew14@example.com,Luxury Seeker
2450,2020-11-09,2,Sport,Walking Tour,Young know respond effort,Personalized,118.99,10,5,2020-11-14,4,Travel Agency,Transaction,2450,Maureen Burns,Male,Gen X,Widowed,terrimartinez@example.com,Luxury Seeker
2451,2020-10-04,4,Spa&Relax,Walking Tour,Occur yes million,Whole Day,84.62,8,14,2020-10-18,4,Travel Agency,PayPal,2451,Todd Watson,Male,Boomer,Divorced,djohnson@example.org,Family
2452,2020-03-15,5,Gastronomy,Bus Tour,Station beyond back girl,Whole Day,87.17,10,24,2020-04-08,2,Mobile App,Card,2452,Mary Williams,Female,Gen X,Divorced,gonzalesaustin@example.com,Budget Traveler
2453,2020-06-27,2,Sport,Walking Tour,So especially almost,Half Day,159.7,1,26,2020-07-23,4,Travel Agency,Transaction,2453,Mercedes Thompson,Male,Boomer,Single,lee16@example.net,Luxury Seeker
2454,2020-03-01,3,Adventure,Walking Tour,See half,Half Day,127.0,5,21,2020-03-22,4,Travel Agency,PayPal,2454,Cynthia Dunn,Female,Gen Z,Married,rwallace@example.org,Budget Traveler
2455,2020-05-17,5,Gastronomy,Bus Tour,So main,Half Day,69.17,5,1,2020-05-18,4,Travel Agency,Transaction,2455,Shawn Pope,Female,Gen X,Single,dwilliams@example.com,Business Traveler
2456,2020-02-19,4,Spa&Relax,VIP Experience,Move Democrat,Personalized,37.33,3,8,2020-02-27,1,Website,Card,2456,Tracy Hall,Male,Boomer,Married,lori39@example.org,Budget Traveler
2457,2020-01-29,3,Adventure,Walking Tour,Couple page,Half Day,64.02,1,28,2020-02-26,4,Travel Agency,Card,2457,Emily Vasquez,Male,Gen X,Married,theresa36@example.com,Luxury Seeker
2458,2020-11-26,2,Sport,VIP Experience,Finish Republican,Personalized,50.43,1,4,2020-11-30,2,Mobile App,Card,2458,Jennifer Mack,Male,Millennial,Single,sampsonjoseph@example.org,Solo Traveler
2459,2020-03-17,6,Family,Bus Tour,Red,Evening,60.01,9,4,2020-03-21,1,Website,Card,2459,Jesus Le,Male,Boomer,Married,kim65@example.net,Solo Traveler
2460,2020-11-12,4,Spa&Relax,Bus Tour,Hope agent,Personalized,126.65,10,1,2020-11-13,3,Partner Site,Transaction,2460,Samuel White,Female,Boomer,Widowed,uyoung@example.com,Luxury Seeker
2461,2020-11-10,1,Culture,Self-Guided,Watch remain son center,Half Day,34.54,1,2,2020-11-12,1,Website,Card,2461,Pamela Myers,Female,Gen Z,Widowed,davisdavid@example.org,Budget Traveler
